id,matchday,date,home,away,fhg,fag
175,18,2015-12-26,STK,MUN,2,0
176,18,2015-12-26,TOT,NOR,3,0
177,18,2015-12-26,SWA,WBA,1,0
178,18,2015-12-26,NEW,EVE,0,1
179,18,2015-12-26,BOU,CRY,0,0
180,19,2015-12-28,NOR,AVL,2,0
181,19,2015-12-28,CRY,SWA,0,0
182,19,2015-12-28,ARS,BOU,2,0
183,19,2015-12-28,EVE,STK,3,4
184,19,2015-12-28,MUN,CHE,0,0
185,19,2015-12-28,WBA,NEW,1,0
186,19,2015-12-28,WAT,TOT,1,2
187,19,2015-12-28,WHU,SOU,2,1
188,19,2015-12-29,LEI,MCI,0,0
189,19,2015-12-30,SUN,LIV,0,1
190,20,2016-01-02,NOR,SOU,1,0
191,20,2016-01-02,LEI,BOU,0,0
192,20,2016-01-02,WBA,STK,2,1
193,20,2016-01-02,MUN,SWA,2,1
194,20,2016-01-02,WAT,MCI,1,2
195,20,2016-01-02,SUN,AVL,3,1
196,20,2016-01-02,ARS,NEW,1,0
197,20,2016-01-02,WHU,LIV,2,0
198,20,2016-01-03,CRY,CHE,0,3
199,20,2016-01-03,EVE,TOT,1,1
200,21,2016-01-12,AVL,CRY,1,0
201,21,2016-01-12,NEW,MUN,3,3
202,21,2016-01-12,BOU,WHU,1,3
203,21,2016-01-13,CHE,WBA,2,2
204,21,2016-01-13,SWA,SUN,2,4
205,21,2016-01-13,MCI,EVE,0,0
206,21,2016-01-13,SOU,WAT,2,0
207,21,2016-01-13,STK,NOR,3,1
208,21,2016-01-13,TOT,LEI,0,1
209,21,2016-01-13,LIV,ARS,3,3
210,22,2016-01-16,AVL,LEI,1,1
211,22,2016-01-16,BOU,NOR,3,0
212,22,2016-01-16,SOU,WBA,3,0
213,22,2016-01-16,NEW,WHU,2,1
214,22,2016-01-16,CHE,EVE,3,3
215,22,2016-01-16,TOT,SUN,4,1
216,22,2016-01-16,MCI,CRY,4,0
217,22,2016-01-17,LIV,MUN,0,1
218,22,2016-01-17,STK,ARS,0,0
219,22,2016-01-18,SWA,WAT,1,0
220,23,2016-01-23,LEI,STK,3,0
221,23,2016-01-23,NOR,LIV,4,5
222,23,2016-01-23,WBA,AVL,0,0
223,23,2016-01-23,WAT,NEW,2,1
224,23,2016-01-23,CRY,TOT,1,3
225,23,2016-01-23,WHU,MCI,2,2
226,23,2016-01-23,MUN,SOU,0,1
227,23,2016-01-23,SUN,BOU,1,1
228,23,2016-01-24,EVE,SWA,1,2
229,23,2016-01-24,ARS,CHE,0,1
230,24,2016-02-02,ARS,SOU,0,0
231,24,2016-02-02,SUN,MCI,0,1
232,24,2016-02-02,NOR,TOT,0,3
233,24,2016-02-02,WBA,SWA,1,1
234,24,2016-02-02,CRY,BOU,1,2
235,24,2016-02-02,LEI,LIV,2,0
236,24,2016-02-02,MUN,STK,3,0
237,24,2016-02-02,WHU,AVL,2,0
238,24,2016-02-03,EVE,NEW,3,0
239,24,2016-02-03,WAT,CHE,0,0
240,25,2016-02-06,AVL,NOR,2,0
241,25,2016-02-06,STK,EVE,0,3
242,25,2016-02-06,SOU,WHU,1,0
243,25,2016-02-06,TOT,WAT,1,0
244,25,2016-02-06,LIV,SUN,2,2
245,25,2016-02-06,SWA,CRY,1,1
246,25,2016-02-06,MCI,LEI,1,3
247,25,2016-02-06,NEW,WBA,1,0
248,25,2016-02-07,BOU,ARS,0,2
249,25,2016-02-07,CHE,MUN,1,1
250,26,2016-02-13,CHE,NEW,5,1
251,26,2016-02-13,SWA,SOU,0,1
252,26,2016-02-13,CRY,WAT,1,2
253,26,2016-02-13,SUN,MUN,2,1
254,26,2016-02-13,EVE,WBA,0,1
255,26,2016-02-13,NOR,WHU,2,2
256,26,2016-02-13,BOU,STK,1,3
257,26,2016-02-14,AVL,LIV,0,6
258,26,2016-02-14,ARS,LEI,2,1
259,26,2016-02-14,MCI,TOT,1,2
260,27,2016-02-27,SOU,CHE,1,2
261,27,2016-02-27,STK,AVL,2,1
262,27,2016-02-27,LEI,NOR,1,0
263,27,2016-02-27,WAT,BOU,0,0
264,27,2016-02-27,WBA,CRY,3,2
265,27,2016-02-27,WHU,SUN,1,0
266,27,2016-02-28,TOT,SWA,2,1
267,27,2016-02-28,MUN,ARS,3,2
268,28,2016-03-01,BOU,SOU,2,0
269,28,2016-03-01,LEI,WBA,2,2
270,28,2016-03-01,NOR,CHE,1,2
271,28,2016-03-01,SUN,CRY,2,2
272,28,2016-03-01,AVL,EVE,1,3
273,28,2016-03-02,ARS,SWA,1,2
274,28,2016-03-02,MUN,WAT,1,0
275,28,2016-03-02,WHU,TOT,1,0
276,28,2016-03-02,STK,NEW,1,0
277,28,2016-03-02,LIV,MCI,3,0
278,29,2016-03-05,MCI,AVL,4,0
279,29,2016-03-05,SOU,SUN,1,1
280,29,2016-03-05,EVE,WHU,2,3
281,29,2016-03-05,CHE,STK,1,1
282,29,2016-03-05,WAT,LEI,0,1
283,29,2016-03-05,TOT,ARS,2,2
284,29,2016-03-05,NEW,BOU,1,3
285,29,2016-03-05,SWA,NOR,1,0
286,29,2016-03-06,CRY,LIV,1,2
287,29,2016-03-06,WBA,MUN,1,0
288,30,2016-03-12,BOU,SWA,3,2
289,30,2016-03-12,STK,SOU,1,2
290,30,2016-03-12,NOR,MCI,0,0
291,30,2016-03-13,AVL,TOT,0,2
292,30,2016-03-14,LEI,NEW,1,0
293,31,2016-03-19,CRY,LEI,0,1
294,31,2016-03-19,EVE,ARS,0,2
295,31,2016-03-19,WBA,NOR,0,1
296,31,2016-03-19,CHE,WHU,2,2
297,31,2016-03-19,SWA,AVL,1,0
298,31,2016-03-19,WAT,STK,1,2
299,31,2016-03-20,TOT,BOU,3,0
300,31,2016-03-20,NEW,SUN,1,1
301,31,2016-03-20,SOU,LIV,3,2
302,31,2016-03-20,MCI,MUN,0,1
303,32,2016-04-02,AVL,CHE,0,4
304,32,2016-04-02,ARS,WAT,4,0
305,32,2016-04-02,LIV,TOT,1,1
306,32,2016-04-02,WHU,CRY,2,2
307,32,2016-04-02,SUN,WBA,0,0
308,32,2016-04-02,NOR,NEW,3,2
309,32,2016-04-02,STK,SWA,2,2
310,32,2016-04-02,BOU,MCI,0,4
311,32,2016-04-03,LEI,SOU,1,0
312,32,2016-04-03,MUN,EVE,1,0
313,33,2016-04-09,CRY,NOR,1,0
314,33,2016-04-09,SOU,NEW,3,1
315,33,2016-04-09,MCI,WBA,2,1
316,33,2016-04-09,SWA,CHE,1,0
317,33,2016-04-09,AVL,BOU,1,2
318,33,2016-04-09,WAT,EVE,1,1
319,33,2016-04-09,WHU,ARS,3,3
320,33,2016-04-10,SUN,LEI,0,2
321,33,2016-04-10,LIV,STK,4,1
322,33,2016-04-10,TOT,MUN,3,0
323,35,2016-04-13,CRY,EVE,0,0
324,34,2016-04-16,EVE,SOU,1,1
325,34,2016-04-16,MUN,AVL,1,0
326,34,2016-04-16,WBA,WAT,0,1
327,34,2016-04-16,NOR,SUN,0,3
328,34,2016-04-16,NEW,SWA,3,0
329,34,2016-04-16,CHE,MCI,0,3
330,34,2016-04-17,LEI,WHU,2,2
331,34,2016-04-17,BOU,LIV,1,2
332,34,2016-04-17,ARS,CRY,1,1
333,34,2016-04-18,STK,TOT,0,4
334,27,2016-04-19,NEW,MCI,1,1
335,27,2016-04-20,LIV,EVE,4,0
336,30,2016-04-20,MUN,CRY,2,0
337,30,2016-04-20,WHU,WAT,3,1
338,30,2016-04-21,ARS,WBA,2,0
339,35,2016-04-23,MCI,STK,4,0
340,35,2016-04-23,BOU,CHE,1,4
341,35,2016-04-23,LIV,NEW,2,2
342,35,2016-04-23,AVL,SOU,2,4
343,35,2016-04-24,SUN,ARS,0,0
344,35,2016-04-24,LEI,SWA,4,0
345,35,2016-04-25,TOT,WBA,1,1
346,36,2016-04-30,EVE,BOU,2,1
347,36,2016-04-30,WBA,WHU,0,3
348,36,2016-04-30,ARS,NOR,1,0
349,36,2016-04-30,WAT,AVL,3,2
350,36,2016-04-30,NEW,CRY,1,0
351,36,2016-04-30,STK,SUN,1,1
352,36,2016-05-01,SWA,LIV,3,1
353,36,2016-05-01,MUN,LEI,1,1
354,36,2016-05-01,SOU,MCI,4,2
355,36,2016-05-02,CHE,TOT,2,2
356,37,2016-05-07,BOU,WBA,1,1
357,37,2016-05-07,WHU,SWA,1,4
358,37,2016-05-07,LEI,EVE,3,1
359,37,2016-05-07,AVL,NEW,0,0
360,37,2016-05-07,NOR,MUN,0,1
361,37,2016-05-07,CRY,STK,2,1
362,37,2016-05-07,SUN,CHE,3,2
363,37,2016-05-08,LIV,WAT,2,0
364,37,2016-05-08,TOT,SOU,1,2
365,37,2016-05-08,MCI,ARS,2,2
366,35,2016-05-10,WHU,MUN,3,2
367,30,2016-05-11,LIV,CHE,1,1
368,30,2016-05-11,SUN,EVE,3,0
369,35,2016-05-11,NOR,WAT,4,2
370,38,2016-05-15,STK,WHU,2,1
371,38,2016-05-15,ARS,AVL,4,0
372,38,2016-05-15,CHE,LEI,1,1
373,38,2016-05-15,EVE,NOR,3,0
374,38,2016-05-15,WAT,SUN,2,2
375,38,2016-05-15,SOU,CRY,4,1
376,38,2016-05-15,NEW,TOT,5,1
377,38,2016-05-15,SWA,MCI,1,1
378,38,2016-05-15,WBA,LIV,1,1
379,38,2016-05-17,MUN,BOU,3,1
