id,matchday,date,home,away,fhg,fag
201,22,2023-02-04,BRE,SOU,3,0
202,22,2023-02-04,BHA,BOU,1,0
203,22,2023-02-04,EVE,ARS,1,0
204,22,2023-02-04,MUN,CRY,2,1
205,22,2023-02-04,WOL,LIV,3,0
206,22,2023-02-04,NEW,WHU,1,1
207,22,2023-02-05,TOT,MCI,1,0
208,22,2023-02-05,NFO,LEE,1,0
209,8,2023-02-08,MUN,LEE,2,2
210,23,2023-02-11,WHU,CHE,1,1
211,23,2023-02-11,SOU,WOL,1,2
212,23,2023-02-11,LEI,TOT,4,1
213,23,2023-02-11,ARS,BRE,1,1
214,23,2023-02-11,BOU,NEW,1,1
215,23,2023-02-11,CRY,BHA,1,1
216,23,2023-02-11,FUL,NFO,2,0
217,23,2023-02-12,MCI,AVL,3,1
218,23,2023-02-12,LEE,MUN,0,2
219,23,2023-02-13,LIV,EVE,2,0
220,12,2023-02-15,ARS,MCI,1,3
221,24,2023-02-18,AVL,ARS,2,4
222,24,2023-02-18,BRE,CRY,1,1
223,24,2023-02-18,BHA,FUL,0,1
224,24,2023-02-18,CHE,SOU,0,1
225,24,2023-02-18,EVE,LEE,1,0
226,24,2023-02-18,NEW,LIV,0,2
227,24,2023-02-18,WOL,BOU,0,1
228,24,2023-02-18,NFO,MCI,1,1
229,24,2023-02-19,MUN,LEI,3,0
230,24,2023-02-19,TOT,WHU,2,0
231,25,2023-02-24,FUL,WOL,1,1
232,25,2023-02-25,BOU,MCI,1,4
233,25,2023-02-25,CRY,LIV,0,0
234,25,2023-02-25,EVE,AVL,0,2
235,25,2023-02-25,LEE,SOU,1,0
236,25,2023-02-25,LEI,ARS,0,1
237,25,2023-02-25,WHU,NFO,4,0
238,25,2023-02-26,TOT,CHE,2,0
239,7,2023-03-01,ARS,EVE,4,0
240,7,2023-03-01,LIV,WOL,2,0
241,26,2023-03-04,WOL,TOT,1,0
242,26,2023-03-04,SOU,LEI,1,0
243,26,2023-03-04,MCI,NEW,2,0
244,26,2023-03-04,CHE,LEE,1,0
245,26,2023-03-04,BHA,WHU,4,0
246,26,2023-03-04,AVL,CRY,1,0
247,26,2023-03-04,ARS,BOU,3,2
248,26,2023-03-05,NFO,EVE,2,2
249,26,2023-03-05,LIV,MUN,7,0
250,26,2023-03-06,BRE,FUL,3,2
251,27,2023-03-11,BOU,LIV,1,0
252,27,2023-03-11,CRY,MCI,0,1
253,27,2023-03-11,EVE,BRE,1,0
254,27,2023-03-11,LEE,BHA,2,2
255,27,2023-03-11,TOT,NFO,3,1
256,27,2023-03-11,LEI,CHE,1,3
257,27,2023-03-12,FUL,ARS,0,3
258,27,2023-03-12,WHU,AVL,1,1
259,27,2023-03-12,NEW,WOL,2,1
260,27,2023-03-12,MUN,SOU,0,0
261,7,2023-03-15,SOU,BRE,0,2
262,8,2023-03-15,BHA,CRY,1,0
263,28,2023-03-17,NFO,NEW,1,2
264,28,2023-03-18,AVL,BOU,3,0
265,28,2023-03-18,BRE,LEI,1,1
266,28,2023-03-18,CHE,EVE,2,2
267,28,2023-03-18,SOU,TOT,3,3
268,28,2023-03-18,WOL,LEE,2,4
269,28,2023-03-19,ARS,CRY,4,1
270,29,2023-04-01,NFO,WOL,1,1
271,29,2023-04-01,MCI,LIV,4,1
272,29,2023-04-01,CRY,LEI,2,1
273,29,2023-04-01,CHE,AVL,0,2
274,29,2023-04-01,BHA,BRE,3,3
275,29,2023-04-01,BOU,FUL,2,1
276,29,2023-04-01,ARS,LEE,4,1
277,29,2023-04-02,WHU,SOU,1,0
278,29,2023-04-02,NEW,MUN,2,0
279,29,2023-04-03,EVE,TOT,1,1
280,7,2023-04-04,BOU,BHA,0,2
281,7,2023-04-04,LEE,NFO,2,1
282,7,2023-04-04,LEI,AVL,1,2
283,8,2023-04-04,CHE,LIV,0,0
284,7,2023-04-05,WHU,NEW,1,5
285,25,2023-04-05,MUN,BRE,1,0
286,30,2023-04-08,WOL,CHE,1,0
287,30,2023-04-08,TOT,BHA,2,1
288,30,2023-04-08,SOU,MCI,1,4
289,30,2023-04-08,MUN,EVE,2,0
290,30,2023-04-08,LEI,BOU,0,1
291,30,2023-04-08,FUL,WHU,0,1
292,30,2023-04-08,BRE,NEW,1,2
293,30,2023-04-08,AVL,NFO,2,0
294,30,2023-04-09,LIV,ARS,2,2
295,30,2023-04-09,LEE,CRY,1,5
296,31,2023-04-15,AVL,NEW,3,0
297,31,2023-04-15,WOL,BRE,2,0
298,31,2023-04-15,TOT,BOU,2,3
299,31,2023-04-15,SOU,CRY,0,2
300,31,2023-04-15,MCI,LEI,3,1
301,31,2023-04-15,EVE,FUL,1,3
302,31,2023-04-15,CHE,BHA,1,2
303,31,2023-04-16,WHU,ARS,2,2
304,31,2023-04-16,NFO,MUN,0,2
305,31,2023-04-17,LEE,LIV,1,6
306,32,2023-04-21,ARS,SOU,3,3
307,32,2023-04-22,LIV,NFO,3,2
308,32,2023-04-22,LEI,WOL,2,1
309,32,2023-04-22,FUL,LEE,2,1
310,32,2023-04-22,CRY,EVE,0,0
311,32,2023-04-22,BRE,AVL,1,1
312,32,2023-04-23,NEW,TOT,6,1
313,32,2023-04-23,BOU,WHU,0,4
314,33,2023-04-25,LEE,LEI,1,1
315,33,2023-04-25,WOL,CRY,2,0
316,33,2023-04-25,AVL,FUL,1,0
317,33,2023-04-26,CHE,BRE,0,2
318,33,2023-04-26,MCI,ARS,4,1
319,33,2023-04-26,NFO,BHA,3,1
320,33,2023-04-26,WHU,LIV,1,2
321,33,2023-04-27,SOU,BOU,0,1
322,33,2023-04-27,EVE,NEW,1,4
323,33,2023-04-27,TOT,MUN,2,2
324,34,2023-04-29,CRY,WHU,4,3
325,34,2023-04-29,BHA,WOL,6,0
326,34,2023-04-29,BRE,NFO,2,1
327,34,2023-04-30,NEW,SOU,3,1
328,34,2023-04-30,MUN,AVL,1,0
329,34,2023-04-30,LIV,TOT,4,3
330,34,2023-04-30,FUL,MCI,1,2
331,34,2023-04-30,BOU,LEE,4,1
332,34,2023-05-01,LEI,EVE,2,2
333,34,2023-05-02,ARS,CHE,3,1
334,28,2023-05-03,LIV,FUL,1,0
335,28,2023-05-03,MCI,WHU,3,0
336,28,2023-05-04,BHA,MUN,1,0
337,35,2023-05-06,BOU,CHE,1,3
338,35,2023-05-06,LIV,BRE,1,0
339,35,2023-05-06,MCI,LEE,2,1
340,35,2023-05-06,WOL,AVL,1,0
341,35,2023-05-06,TOT,CRY,1,0
342,35,2023-05-07,NEW,ARS,0,2
343,35,2023-05-07,WHU,MUN,1,0
344,35,2023-05-08,BHA,EVE,1,5
345,35,2023-05-08,FUL,LEI,5,3
346,35,2023-05-08,NFO,SOU,4,3
347,36,2023-05-13,AVL,TOT,2,1
348,36,2023-05-13,CHE,NFO,2,2
349,36,2023-05-13,CRY,BOU,2,0
350,36,2023-05-13,LEE,NEW,2,2
351,36,2023-05-13,MUN,WOL,2,0
352,36,2023-05-13,SOU,FUL,0,2
353,36,2023-05-14,ARS,BHA,0,3
354,36,2023-05-14,BRE,WHU,2,0
355,36,2023-05-14,EVE,MCI,0,3
356,36,2023-05-15,LEI,LIV,0,3
357,25,2023-05-18,NEW,BHA,4,1
358,37,2023-05-20,BOU,MUN,0,1
359,37,2023-05-20,FUL,CRY,2,2
360,37,2023-05-20,LIV,AVL,1,1
361,37,2023-05-20,NFO,ARS,1,0
362,37,2023-05-20,TOT,BRE,1,3
363,37,2023-05-20,WOL,EVE,1,1
364,37,2023-05-21,BHA,SOU,3,1
365,37,2023-05-21,MCI,CHE,1,0
366,37,2023-05-21,WHU,LEE,3,1
367,37,2023-05-22,NEW,LEI,0,0
368,32,2023-05-24,BHA,MCI,1,1
369,32,2023-05-25,MUN,CHE,4,1
370,38,2023-05-28,ARS,WOL,5,0
371,38,2023-05-28,AVL,BHA,2,1
372,38,2023-05-28,BRE,MCI,1,0
373,38,2023-05-28,CHE,NEW,1,1
374,38,2023-05-28,CRY,NFO,1,1
375,38,2023-05-28,EVE,BOU,1,0
376,38,2023-05-28,LEE,TOT,1,4
377,38,2023-05-28,LEI,WHU,2,1
378,38,2023-05-28,MUN,FUL,2,1
379,38,2023-05-28,SOU,LIV,4,4
