id,matchday,date,home,away,fhg,fag
128,13,2018-11-25,WOL,HUD,0,2
129,13,2018-11-26,BUR,NEW,1,2
130,14,2018-11-30,CAR,WOL,2,1
131,14,2018-12-01,CRY,BUR,2,0
132,14,2018-12-01,HUD,BHA,1,2
133,14,2018-12-01,LEI,WAT,2,0
134,14,2018-12-01,MCI,BOU,3,1
135,14,2018-12-01,NEW,WHU,0,3
136,14,2018-12-01,SOU,MUN,2,2
137,14,2018-12-02,ARS,TOT,4,2
138,14,2018-12-02,CHE,FUL,2,0
139,14,2018-12-02,LIV,EVE,1,0
140,15,2018-12-04,BOU,HUD,2,1
141,15,2018-12-04,BHA,CRY,3,1
142,15,2018-12-04,WAT,MCI,1,2
143,15,2018-12-04,WHU,CAR,3,1
144,15,2018-12-05,BUR,LIV,1,3
145,15,2018-12-05,FUL,LEI,1,1
146,15,2018-12-05,WOL,CHE,2,1
147,15,2018-12-05,EVE,NEW,1,1
148,15,2018-12-05,TOT,SOU,3,1
149,15,2018-12-05,MUN,ARS,2,2
150,16,2018-12-08,ARS,HUD,1,0
151,16,2018-12-08,BOU,LIV,0,4
152,16,2018-12-08,BUR,BHA,1,0
153,16,2018-12-08,CAR,SOU,1,0
154,16,2018-12-08,CHE,MCI,2,0
155,16,2018-12-08,LEI,TOT,0,2
156,16,2018-12-08,MUN,FUL,4,1
157,16,2018-12-08,WHU,CRY,3,2
158,16,2018-12-09,NEW,WOL,1,2
159,16,2018-12-10,EVE,WAT,2,2
160,17,2018-12-15,CRY,LEI,1,0
161,17,2018-12-15,FUL,WHU,0,2
162,17,2018-12-15,HUD,NEW,0,1
163,17,2018-12-15,MCI,EVE,3,1
164,17,2018-12-15,TOT,BUR,1,0
165,17,2018-12-15,WAT,CAR,3,2
166,17,2018-12-15,WOL,BOU,2,0
167,17,2018-12-16,BHA,CHE,1,2
168,17,2018-12-16,LIV,MUN,3,1
169,17,2018-12-16,SOU,ARS,3,2
170,18,2018-12-21,WOL,LIV,0,2
171,18,2018-12-22,ARS,BUR,3,1
172,18,2018-12-22,BOU,BHA,2,0
173,18,2018-12-22,CAR,MUN,1,5
174,18,2018-12-22,CHE,LEI,0,1
175,18,2018-12-22,HUD,SOU,1,3
176,18,2018-12-22,MCI,CRY,2,3
177,18,2018-12-22,NEW,FUL,0,0
178,18,2018-12-22,WHU,WAT,0,2
179,18,2018-12-23,EVE,TOT,2,6
180,19,2018-12-26,BHA,ARS,1,1
181,19,2018-12-26,BUR,EVE,1,5
182,19,2018-12-26,CRY,CAR,0,0
183,19,2018-12-26,FUL,WOL,1,1
184,19,2018-12-26,LEI,MCI,2,1
185,19,2018-12-26,LIV,NEW,4,0
186,19,2018-12-26,MUN,HUD,3,1
187,19,2018-12-26,TOT,BOU,5,0
188,19,2018-12-26,WAT,CHE,1,2
189,19,2018-12-27,SOU,WHU,1,2
190,20,2018-12-29,BHA,EVE,1,0
191,20,2018-12-29,FUL,HUD,1,0
192,20,2018-12-29,LEI,CAR,0,1
193,20,2018-12-29,LIV,ARS,5,1
194,20,2018-12-29,TOT,WOL,1,3
195,20,2018-12-29,WAT,NEW,1,1
196,20,2018-12-30,BUR,WHU,2,0
197,20,2018-12-30,CRY,CHE,0,1
198,20,2018-12-30,MUN,BOU,4,1
199,20,2018-12-30,SOU,MCI,1,3
200,21,2019-01-01,ARS,FUL,4,1
201,21,2019-01-01,CAR,TOT,0,3
202,21,2019-01-01,EVE,LEI,0,1
203,21,2019-01-02,BOU,WAT,3,3
204,21,2019-01-02,CHE,SOU,0,0
205,21,2019-01-02,HUD,BUR,1,2
206,21,2019-01-02,NEW,MUN,0,2
207,21,2019-01-02,WHU,BHA,2,2
208,21,2019-01-02,WOL,CRY,0,2
209,21,2019-01-03,MCI,LIV,2,1
210,22,2019-01-12,BHA,LIV,0,1
211,22,2019-01-12,BUR,FUL,2,1
212,22,2019-01-12,CAR,HUD,0,0
213,22,2019-01-12,CHE,NEW,2,1
214,22,2019-01-12,CRY,WAT,1,2
215,22,2019-01-12,LEI,SOU,1,2
216,22,2019-01-12,WHU,ARS,1,0
217,22,2019-01-13,EVE,BOU,2,0
218,22,2019-01-13,TOT,MUN,0,1
219,22,2019-01-14,MCI,WOL,3,0
220,23,2019-01-19,ARS,CHE,2,0
221,23,2019-01-19,BOU,WHU,2,0
222,23,2019-01-19,LIV,CRY,4,3
223,23,2019-01-19,MUN,BHA,2,1
224,23,2019-01-19,NEW,CAR,3,0
225,23,2019-01-19,SOU,EVE,2,1
226,23,2019-01-19,WAT,BUR,0,0
227,23,2019-01-19,WOL,LEI,4,3
228,23,2019-01-20,FUL,TOT,1,2
229,23,2019-01-20,HUD,MCI,0,3
230,24,2019-01-29,ARS,CAR,2,1
231,24,2019-01-29,FUL,BHA,4,2
232,24,2019-01-29,HUD,EVE,0,1
233,24,2019-01-29,WOL,WHU,3,0
234,24,2019-01-29,MUN,BUR,2,2
235,24,2019-01-29,NEW,MCI,2,1
236,24,2019-01-30,BOU,CHE,4,0
237,24,2019-01-30,SOU,CRY,1,1
238,24,2019-01-30,LIV,LEI,1,1
239,24,2019-01-30,TOT,WAT,2,1
240,25,2019-02-02,BHA,WAT,0,0
241,25,2019-02-02,BUR,SOU,1,1
242,25,2019-02-02,CAR,BOU,2,0
243,25,2019-02-02,CHE,HUD,5,0
244,25,2019-02-02,CRY,FUL,2,0
245,25,2019-02-02,EVE,WOL,1,3
246,25,2019-02-02,TOT,NEW,1,0
247,25,2019-02-03,LEI,MUN,0,1
248,25,2019-02-03,MCI,ARS,3,1
249,25,2019-02-04,WHU,LIV,1,1
250,27,2019-02-06,EVE,MCI,0,2
251,26,2019-02-09,BHA,BUR,1,3
252,26,2019-02-09,CRY,WHU,1,1
253,26,2019-02-09,FUL,MUN,0,3
254,26,2019-02-09,HUD,ARS,1,2
255,26,2019-02-09,LIV,BOU,3,0
256,26,2019-02-09,SOU,CAR,1,2
257,26,2019-02-09,WAT,EVE,1,0
258,26,2019-02-10,MCI,CHE,6,0
259,26,2019-02-10,TOT,LEI,3,1
260,26,2019-02-11,WOL,NEW,1,1
261,27,2019-02-22,CAR,WAT,1,5
262,27,2019-02-22,WHU,FUL,3,1
263,27,2019-02-23,BOU,WOL,1,1
264,27,2019-02-23,BUR,TOT,2,1
265,27,2019-02-23,LEI,CRY,1,4
266,27,2019-02-23,NEW,HUD,2,0
267,27,2019-02-24,ARS,SOU,2,0
268,27,2019-02-24,MUN,LIV,0,0
269,28,2019-02-26,CAR,EVE,0,3
270,28,2019-02-26,HUD,WOL,1,0
271,28,2019-02-26,LEI,BHA,2,1
272,28,2019-02-26,NEW,BUR,2,0
273,28,2019-02-27,ARS,BOU,5,1
274,28,2019-02-27,CRY,MUN,1,3
275,28,2019-02-27,CHE,TOT,2,0
276,28,2019-02-27,SOU,FUL,2,0
277,28,2019-02-27,LIV,WAT,5,0
278,28,2019-02-27,MCI,WHU,1,0
279,29,2019-03-02,BOU,MCI,0,1
280,29,2019-03-02,BHA,HUD,1,0
281,29,2019-03-02,BUR,CRY,1,3
282,29,2019-03-02,MUN,SOU,3,2
283,29,2019-03-02,TOT,ARS,1,1
284,29,2019-03-02,WHU,NEW,2,0
285,29,2019-03-02,WOL,CAR,2,0
286,29,2019-03-03,EVE,LIV,0,0
287,29,2019-03-03,FUL,CHE,1,2
288,29,2019-03-03,WAT,LEI,2,1
289,30,2019-03-09,CAR,WHU,2,0
290,30,2019-03-09,CRY,BHA,1,2
291,30,2019-03-09,HUD,BOU,0,2
292,30,2019-03-09,LEI,FUL,3,1
293,30,2019-03-09,MCI,WAT,3,1
294,30,2019-03-09,NEW,EVE,3,2
295,30,2019-03-09,SOU,TOT,2,1
296,30,2019-03-10,ARS,MUN,2,0
297,30,2019-03-10,CHE,WOL,1,1
298,30,2019-03-10,LIV,BUR,4,2
299,31,2019-03-16,BOU,NEW,2,2
300,31,2019-03-16,BUR,LEI,1,2
301,31,2019-03-16,WHU,HUD,4,3
302,31,2019-03-17,EVE,CHE,2,0
303,31,2019-03-17,FUL,LIV,1,2
304,32,2019-03-30,BHA,SOU,0,1
305,32,2019-03-30,BUR,WOL,2,0
306,32,2019-03-30,CRY,HUD,2,0
307,32,2019-03-30,FUL,MCI,0,2
308,32,2019-03-30,LEI,BOU,2,0
309,32,2019-03-30,MUN,WAT,2,1
310,32,2019-03-30,WHU,EVE,0,2
311,32,2019-03-31,CAR,CHE,1,2
312,32,2019-03-31,LIV,TOT,2,1
313,32,2019-04-01,ARS,NEW,2,0
314,33,2019-04-02,WAT,FUL,4,1
315,33,2019-04-02,WOL,MUN,2,1
316,27,2019-04-03,CHE,BHA,3,0
317,31,2019-04-03,TOT,CRY,2,0
318,33,2019-04-03,MCI,CAR,2,0
319,33,2019-04-05,SOU,LIV,1,3
320,33,2019-04-06,BOU,BUR,1,3
321,33,2019-04-06,HUD,LEI,1,4
322,33,2019-04-06,NEW,CRY,0,1
323,33,2019-04-07,EVE,ARS,1,0
324,33,2019-04-08,CHE,WHU,2,0
325,34,2019-04-12,LEI,NEW,0,1
326,34,2019-04-13,BHA,BOU,0,5
327,34,2019-04-13,BUR,CAR,2,0
328,34,2019-04-13,FUL,EVE,2,0
329,34,2019-04-13,MUN,WHU,2,1
330,34,2019-04-13,SOU,WOL,3,1
331,34,2019-04-13,TOT,HUD,4,0
332,34,2019-04-14,CRY,MCI,1,3
333,34,2019-04-14,LIV,CHE,2,0
334,34,2019-04-15,WAT,ARS,0,1
335,31,2019-04-16,BHA,CAR,0,2
336,35,2019-04-20,BOU,FUL,0,1
337,35,2019-04-20,HUD,WAT,1,2
338,35,2019-04-20,MCI,TOT,1,0
339,35,2019-04-20,NEW,SOU,3,1
340,35,2019-04-20,WHU,LEI,2,2
341,35,2019-04-20,WOL,BHA,0,0
342,35,2019-04-21,ARS,CRY,2,3
343,35,2019-04-21,CAR,LIV,0,2
344,35,2019-04-21,EVE,MUN,4,0
345,35,2019-04-22,CHE,BUR,2,2
346,31,2019-04-23,WAT,SOU,1,1
347,33,2019-04-23,TOT,BHA,1,0
348,31,2019-04-24,MUN,MCI,0,2
349,31,2019-04-24,WOL,ARS,3,1
350,36,2019-04-26,LIV,HUD,5,0
351,36,2019-04-27,BHA,NEW,1,1
352,36,2019-04-27,CRY,EVE,0,0
353,36,2019-04-27,FUL,CAR,1,0
354,36,2019-04-27,SOU,BOU,3,3
355,36,2019-04-27,TOT,WHU,0,1
356,36,2019-04-27,WAT,WOL,1,2
357,36,2019-04-28,BUR,MCI,0,1
358,36,2019-04-28,LEI,ARS,3,0
359,36,2019-04-28,MUN,CHE,1,1
360,37,2019-05-03,EVE,BUR,2,0
361,37,2019-05-04,BOU,TOT,1,0
362,37,2019-05-04,CAR,CRY,2,3
363,37,2019-05-04,NEW,LIV,2,3
364,37,2019-05-04,WHU,SOU,3,0
365,37,2019-05-04,WOL,FUL,1,0
366,37,2019-05-05,ARS,BHA,1,1
367,37,2019-05-05,CHE,WAT,3,0
368,37,2019-05-05,HUD,MUN,1,1
369,37,2019-05-06,MCI,LEI,1,0
370,38,2019-05-12,BHA,MCI,1,4
371,38,2019-05-12,BUR,ARS,1,3
372,38,2019-05-12,CRY,BOU,5,3
373,38,2019-05-12,FUL,NEW,0,4
374,38,2019-05-12,LEI,CHE,0,0
375,38,2019-05-12,LIV,WOL,2,0
376,38,2019-05-12,MUN,CAR,0,2
377,38,2019-05-12,SOU,HUD,1,1
378,38,2019-05-12,TOT,EVE,2,2
379,38,2019-05-12,WAT,WHU,1,4
