id,matchday,date,home,away,fhg,fag
105,11,2021-11-06,MUN,MCI,0,2
106,11,2021-11-07,ARS,WAT,1,0
107,11,2021-11-07,EVE,TOT,0,0
108,11,2021-11-07,LEE,LEI,1,1
109,11,2021-11-07,WHU,LIV,3,2
110,12,2021-11-20,AVL,BHA,2,0
111,12,2021-11-20,BUR,CRY,3,3
112,12,2021-11-20,LEI,CHE,0,3
113,12,2021-11-20,LIV,ARS,4,0
114,12,2021-11-20,NEW,BRE,3,3
115,12,2021-11-20,NOR,SOU,2,1
116,12,2021-11-20,WAT,MUN,4,1
117,12,2021-11-20,WOL,WHU,1,0
118,12,2021-11-21,MCI,EVE,3,0
119,12,2021-11-21,TOT,LEE,2,1
120,13,2021-11-27,ARS,NEW,2,0
121,13,2021-11-27,BHA,LEE,0,0
122,13,2021-11-27,CRY,AVL,1,2
123,13,2021-11-27,LIV,SOU,4,0
124,13,2021-11-27,NOR,WOL,0,0
125,13,2021-11-28,BRE,EVE,1,0
126,13,2021-11-28,CHE,MUN,1,1
127,13,2021-11-28,LEI,WAT,4,2
128,13,2021-11-28,MCI,WHU,2,1
129,14,2021-11-30,LEE,CRY,1,0
130,14,2021-11-30,NEW,NOR,1,1
131,14,2021-12-01,AVL,MCI,1,2
132,14,2021-12-01,EVE,LIV,1,4
133,14,2021-12-01,WAT,CHE,1,2
134,14,2021-12-01,WHU,BHA,1,1
135,14,2021-12-01,WOL,BUR,0,0
136,14,2021-12-01,SOU,LEI,2,2
137,14,2021-12-02,MUN,ARS,3,2
138,14,2021-12-02,TOT,BRE,2,0
139,15,2021-12-04,NEW,BUR,1,0
140,15,2021-12-04,SOU,BHA,1,1
141,15,2021-12-04,WAT,MCI,1,3
142,15,2021-12-04,WHU,CHE,3,2
143,15,2021-12-04,WOL,LIV,0,1
144,15,2021-12-05,AVL,LEI,2,1
145,15,2021-12-05,LEE,BRE,2,2
146,15,2021-12-05,MUN,CRY,1,0
147,15,2021-12-05,TOT,NOR,3,0
148,15,2021-12-06,EVE,ARS,2,1
149,16,2021-12-10,BRE,WAT,2,1
150,16,2021-12-11,ARS,SOU,3,0
151,16,2021-12-11,CHE,LEE,3,2
152,16,2021-12-11,LIV,AVL,1,0
153,16,2021-12-11,MCI,WOL,1,0
154,16,2021-12-11,NOR,MUN,0,1
155,16,2021-12-12,BUR,WHU,0,0
156,16,2021-12-12,CRY,EVE,3,1
157,16,2021-12-12,LEI,NEW,4,0
158,17,2021-12-14,NOR,AVL,0,2
159,17,2021-12-14,MCI,LEE,7,0
160,17,2021-12-15,ARS,WHU,2,0
161,17,2021-12-15,BHA,WOL,0,1
162,17,2021-12-15,CRY,SOU,2,2
163,17,2021-12-16,CHE,EVE,1,1
164,17,2021-12-16,LIV,NEW,3,1
165,18,2021-12-18,LEE,ARS,1,4
166,18,2021-12-19,NEW,MCI,0,4
167,18,2021-12-19,TOT,LIV,2,2
168,18,2021-12-19,WOL,CHE,0,0
169,19,2021-12-26,AVL,CHE,1,3
170,19,2021-12-26,BHA,BRE,2,0
171,19,2021-12-26,MCI,LEI,6,3
172,19,2021-12-26,NOR,ARS,0,5
173,19,2021-12-26,TOT,CRY,3,0
174,19,2021-12-26,WHU,SOU,2,3
175,19,2021-12-27,NEW,MUN,1,1
176,20,2021-12-28,CRY,NOR,3,0
177,20,2021-12-28,LEI,LIV,1,0
178,20,2021-12-28,SOU,TOT,1,1
179,20,2021-12-28,WAT,WHU,1,4
180,20,2021-12-29,BRE,MCI,0,1
181,20,2021-12-29,CHE,BHA,1,1
182,20,2021-12-30,MUN,BUR,3,1
183,21,2022-01-01,ARS,MCI,1,2
184,21,2022-01-01,CRY,WHU,2,3
185,21,2022-01-01,WAT,TOT,0,1
186,21,2022-01-02,BRE,AVL,2,1
187,21,2022-01-02,CHE,LIV,2,2
188,21,2022-01-02,EVE,BHA,2,3
189,21,2022-01-02,LEE,BUR,3,1
190,21,2022-01-03,MUN,WOL,0,1
191,18,2022-01-11,SOU,BRE,4,1
192,18,2022-01-12,WHU,NOR,2,0
193,22,2022-01-14,BHA,CRY,1,1
194,22,2022-01-15,AVL,MUN,2,2
195,22,2022-01-15,MCI,CHE,1,0
196,22,2022-01-15,NEW,WAT,1,1
197,22,2022-01-15,NOR,EVE,2,1
198,22,2022-01-15,WOL,SOU,3,1
199,22,2022-01-16,LIV,BRE,3,0
200,22,2022-01-16,WHU,LEE,2,3
201,24,2022-01-18,BHA,CHE,1,1
202,17,2022-01-19,BRE,MUN,1,3
203,17,2022-01-19,LEI,TOT,2,3
204,23,2022-01-21,WAT,NOR,0,3
205,23,2022-01-22,BRE,WOL,1,2
206,23,2022-01-22,EVE,AVL,0,1
207,23,2022-01-22,LEE,NEW,0,1
208,23,2022-01-22,MUN,WHU,1,0
209,23,2022-01-22,SOU,MCI,1,1
210,23,2022-01-23,ARS,BUR,0,0
211,23,2022-01-23,CHE,TOT,2,0
212,23,2022-01-23,CRY,LIV,1,3
213,23,2022-01-23,LEI,BHA,1,1
214,17,2022-02-05,BUR,WAT,0,0
215,24,2022-02-08,BUR,MUN,1,1
216,24,2022-02-08,WHU,WAT,1,0
217,24,2022-02-08,NEW,EVE,3,1
218,24,2022-02-09,AVL,LEE,3,3
219,24,2022-02-09,NOR,CRY,1,1
220,24,2022-02-09,MCI,BRE,2,0
221,24,2022-02-09,TOT,SOU,2,3
222,24,2022-02-10,WOL,ARS,0,1
223,24,2022-02-10,LIV,LEI,2,0
224,25,2022-02-12,BRE,CRY,0,0
225,25,2022-02-12,EVE,LEE,3,0
226,25,2022-02-12,MUN,SOU,1,1
227,25,2022-02-12,NOR,MCI,0,4
228,25,2022-02-12,WAT,BHA,0,2
229,25,2022-02-13,BUR,LIV,0,1
230,25,2022-02-13,LEI,WHU,2,2
231,25,2022-02-13,NEW,AVL,1,0
232,25,2022-02-13,TOT,WOL,0,2
233,18,2022-02-15,MUN,BHA,2,0
234,26,2022-02-19,ARS,BRE,2,1
235,26,2022-02-19,AVL,WAT,0,1
236,26,2022-02-19,BHA,BUR,0,3
237,26,2022-02-19,CRY,CHE,0,1
238,26,2022-02-19,LIV,NOR,3,1
239,26,2022-02-19,MCI,TOT,2,3
240,26,2022-02-19,SOU,EVE,2,0
241,26,2022-02-19,WHU,NEW,1,1
242,26,2022-02-20,LEE,MUN,2,4
243,26,2022-02-20,WOL,LEI,2,1
244,18,2022-02-23,WAT,CRY,1,4
245,13,2022-02-23,BUR,TOT,1,0
246,19,2022-02-23,LIV,LEE,6,0
247,20,2022-02-24,ARS,WOL,2,1
248,27,2022-02-25,SOU,NOR,2,0
249,27,2022-02-26,BRE,NEW,0,2
250,27,2022-02-26,BHA,AVL,0,2
251,27,2022-02-26,CRY,BUR,1,1
252,27,2022-02-26,EVE,MCI,0,1
253,27,2022-02-26,LEE,TOT,0,4
254,27,2022-02-26,MUN,WAT,0,0
255,27,2022-02-27,WHU,WOL,1,0
256,22,2022-03-01,BUR,LEI,0,2
257,28,2022-03-05,AVL,SOU,4,0
258,28,2022-03-05,BUR,CHE,0,4
259,28,2022-03-05,LEI,LEE,1,0
260,28,2022-03-05,LIV,WHU,1,0
261,28,2022-03-05,NEW,BHA,2,1
262,28,2022-03-05,NOR,BRE,1,3
263,28,2022-03-05,WOL,CRY,0,2
264,28,2022-03-06,MCI,MUN,4,1
265,28,2022-03-06,WAT,ARS,2,3
266,28,2022-03-07,TOT,EVE,5,0
267,30,2022-03-10,NOR,CHE,1,3
268,19,2022-03-10,WOL,WAT,4,0
269,20,2022-03-10,LEE,AVL,0,3
270,21,2022-03-10,SOU,NEW,1,2
271,29,2022-03-12,BRE,BUR,2,0
272,29,2022-03-12,BHA,LIV,0,2
273,29,2022-03-12,MUN,TOT,3,2
274,29,2022-03-13,ARS,LEI,2,0
275,29,2022-03-13,CHE,NEW,1,0
276,29,2022-03-13,EVE,WOL,0,1
277,29,2022-03-13,LEE,NOR,2,1
278,29,2022-03-13,SOU,WAT,1,2
279,29,2022-03-13,WHU,AVL,2,1
280,29,2022-03-14,CRY,MCI,0,0
281,16,2022-03-16,BHA,TOT,0,2
282,27,2022-03-16,ARS,LIV,0,2
283,20,2022-03-17,EVE,NEW,1,0
284,30,2022-03-18,WOL,LEE,2,3
285,30,2022-03-19,AVL,ARS,0,1
286,30,2022-03-20,LEI,BRE,2,1
287,30,2022-03-20,TOT,WHU,3,1
288,31,2022-04-02,BHA,NOR,0,0
289,31,2022-04-02,BUR,MCI,0,2
290,31,2022-04-02,CHE,BRE,1,4
291,31,2022-04-02,LEE,SOU,1,1
292,31,2022-04-02,LIV,WAT,2,0
293,31,2022-04-02,MUN,LEI,1,1
294,31,2022-04-02,WOL,AVL,2,1
295,31,2022-04-03,TOT,NEW,5,1
296,31,2022-04-03,WHU,EVE,2,1
297,31,2022-04-04,CRY,ARS,3,0
298,19,2022-04-06,BUR,EVE,3,2
299,32,2022-04-08,NEW,WOL,1,0
300,32,2022-04-09,ARS,BHA,1,2
301,32,2022-04-09,AVL,TOT,0,4
302,32,2022-04-09,EVE,MUN,1,0
303,32,2022-04-09,SOU,CHE,0,6
304,32,2022-04-09,WAT,LEE,0,3
305,32,2022-04-10,BRE,WHU,2,0
306,32,2022-04-10,LEI,CRY,2,1
307,32,2022-04-10,MCI,LIV,2,2
308,32,2022-04-10,NOR,BUR,2,0
309,33,2022-04-16,MUN,NOR,3,2
310,33,2022-04-16,SOU,ARS,1,0
311,33,2022-04-16,TOT,BHA,0,1
312,33,2022-04-16,WAT,BRE,1,2
313,33,2022-04-17,NEW,LEI,2,1
314,33,2022-04-17,WHU,BUR,1,1
315,30,2022-04-19,LIV,MUN,4,0
316,18,2022-04-20,EVE,LEI,1,1
317,25,2022-04-20,CHE,ARS,2,4
318,30,2022-04-20,MCI,BHA,3,0
319,30,2022-04-20,NEW,CRY,1,0
320,30,2022-04-21,BUR,SOU,2,0
321,34,2022-04-23,ARS,MUN,3,1
322,34,2022-04-23,BRE,TOT,0,0
323,34,2022-04-23,LEI,AVL,0,0
324,34,2022-04-23,MCI,WAT,5,1
325,34,2022-04-23,NOR,NEW,0,3
326,34,2022-04-24,BHA,SOU,2,2
327,34,2022-04-24,BUR,WOL,1,0
328,34,2022-04-24,CHE,WHU,1,0
329,34,2022-04-24,LIV,EVE,2,0
330,34,2022-04-25,CRY,LEE,0,0
331,37,2022-04-28,MUN,CHE,1,1
332,35,2022-04-30,AVL,NOR,2,0
333,35,2022-04-30,LEE,MCI,0,4
334,35,2022-04-30,NEW,LIV,0,1
335,35,2022-04-30,SOU,CRY,1,2
336,35,2022-04-30,WAT,BUR,1,2
337,35,2022-04-30,WOL,BHA,0,3
338,35,2022-05-01,EVE,CHE,1,0
339,35,2022-05-01,TOT,LEI,3,1
340,35,2022-05-01,WHU,ARS,1,2
341,35,2022-05-02,MUN,BRE,3,0
342,36,2022-05-07,BRE,SOU,3,0
343,36,2022-05-07,BHA,MUN,4,0
344,36,2022-05-07,BUR,AVL,1,3
345,36,2022-05-07,CHE,WOL,2,2
346,36,2022-05-07,CRY,WAT,1,0
347,36,2022-05-07,LIV,TOT,1,1
348,36,2022-05-08,ARS,LEE,2,1
349,36,2022-05-08,LEI,EVE,1,2
350,36,2022-05-08,MCI,NEW,5,0
351,36,2022-05-08,NOR,WHU,0,4
352,33,2022-05-10,AVL,LIV,1,2
353,33,2022-05-11,LEE,CHE,0,3
354,30,2022-05-11,WAT,EVE,0,0
355,33,2022-05-11,WOL,MCI,1,5
356,21,2022-05-11,LEI,NOR,3,0
357,22,2022-05-12,TOT,ARS,3,0
358,37,2022-05-15,AVL,CRY,1,1
359,37,2022-05-15,EVE,BRE,2,3
360,37,2022-05-15,LEE,BHA,1,1
361,37,2022-05-15,TOT,BUR,1,0
362,37,2022-05-15,WAT,LEI,1,5
363,37,2022-05-15,WHU,MCI,2,2
364,37,2022-05-15,WOL,NOR,1,1
365,37,2022-05-16,NEW,ARS,2,0
366,37,2022-05-17,SOU,LIV,1,2
367,18,2022-05-19,AVL,BUR,1,1
368,33,2022-05-19,EVE,CRY,3,2
369,27,2022-05-19,CHE,LEI,1,1
370,38,2022-05-22,ARS,EVE,5,1
371,38,2022-05-22,BRE,LEE,1,2
372,38,2022-05-22,BHA,WHU,3,1
373,38,2022-05-22,BUR,NEW,1,2
374,38,2022-05-22,CHE,WAT,2,1
375,38,2022-05-22,CRY,MUN,1,0
376,38,2022-05-22,LEI,SOU,4,1
377,38,2022-05-22,LIV,WOL,3,1
378,38,2022-05-22,MCI,AVL,3,2
379,38,2022-05-22,NOR,TOT,0,5
