id,matchday,date,home,away,fhg,fag
288,29,2015-03-16,SWA,LIV,0,1
289,30,2015-03-21,AVL,SWA,0,1
290,30,2015-03-21,MCI,WBA,3,0
291,30,2015-03-21,NEW,ARS,1,2
292,30,2015-03-21,SOU,BUR,2,0
293,30,2015-03-21,STK,CRY,1,2
294,30,2015-03-21,TOT,LEI,4,3
295,30,2015-03-21,WHU,SUN,1,0
296,30,2015-03-22,HUL,CHE,2,3
297,30,2015-03-22,LIV,MUN,1,2
298,30,2015-03-22,QPR,EVE,1,2
299,31,2015-04-04,ARS,LIV,4,1
300,31,2015-04-04,CHE,STK,2,1
301,31,2015-04-04,EVE,SOU,1,0
302,31,2015-04-04,LEI,WHU,2,1
303,31,2015-04-04,MUN,AVL,3,1
304,31,2015-04-04,SWA,HUL,3,1
305,31,2015-04-04,WBA,QPR,1,4
306,31,2015-04-05,BUR,TOT,0,0
307,31,2015-04-05,SUN,NEW,1,0
308,31,2015-04-06,CRY,MCI,2,1
309,33,2015-04-07,AVL,QPR,3,3
310,32,2015-04-11,BUR,ARS,0,1
311,32,2015-04-11,SOU,HUL,2,0
312,32,2015-04-11,SUN,CRY,1,4
313,32,2015-04-11,SWA,EVE,1,1
314,32,2015-04-11,TOT,AVL,0,1
315,32,2015-04-11,WBA,LEI,2,3
316,32,2015-04-11,WHU,STK,1,1
317,32,2015-04-12,MUN,MCI,4,2
318,32,2015-04-12,QPR,CHE,0,1
319,32,2015-04-13,LIV,NEW,2,0
320,33,2015-04-18,CHE,MUN,1,0
321,33,2015-04-18,CRY,WBA,0,2
322,33,2015-04-18,EVE,BUR,1,0
323,33,2015-04-18,LEI,SWA,2,0
324,33,2015-04-18,STK,SOU,2,1
325,33,2015-04-19,MCI,WHU,2,0
326,33,2015-04-19,NEW,TOT,1,3
327,34,2015-04-25,BUR,LEI,0,1
328,34,2015-04-25,CRY,HUL,0,2
329,34,2015-04-25,MCI,AVL,3,2
330,34,2015-04-25,NEW,SWA,2,3
331,34,2015-04-25,QPR,WHU,0,0
332,34,2015-04-25,SOU,TOT,2,2
333,34,2015-04-25,STK,SUN,1,1
334,34,2015-04-25,WBA,LIV,0,0
335,34,2015-04-26,ARS,CHE,0,0
336,34,2015-04-26,EVE,MUN,3,0
337,33,2015-04-28,HUL,LIV,1,0
338,27,2015-04-29,LEI,CHE,1,3
339,35,2015-05-02,AVL,EVE,3,2
340,35,2015-05-02,LEI,NEW,3,0
341,35,2015-05-02,LIV,QPR,2,1
342,35,2015-05-02,MUN,WBA,0,1
343,35,2015-05-02,SUN,SOU,2,1
344,35,2015-05-02,SWA,STK,2,0
345,35,2015-05-02,WHU,BUR,1,0
346,35,2015-05-03,CHE,CRY,1,0
347,35,2015-05-03,TOT,MCI,0,1
348,35,2015-05-04,HUL,ARS,1,3
349,36,2015-05-09,AVL,WHU,1,0
350,36,2015-05-09,CRY,MUN,1,2
351,36,2015-05-09,EVE,SUN,0,2
352,36,2015-05-09,HUL,BUR,0,1
353,36,2015-05-09,LEI,SOU,2,0
354,36,2015-05-09,NEW,WBA,1,1
355,36,2015-05-09,STK,TOT,3,0
356,36,2015-05-10,CHE,LIV,1,1
357,36,2015-05-10,MCI,QPR,6,0
358,36,2015-05-11,ARS,SWA,0,1
359,37,2015-05-16,BUR,STK,0,0
360,37,2015-05-16,LIV,CRY,1,3
361,37,2015-05-16,QPR,NEW,2,1
362,37,2015-05-16,SOU,AVL,6,1
363,37,2015-05-16,SUN,LEI,0,0
364,37,2015-05-16,TOT,HUL,2,0
365,37,2015-05-16,WHU,EVE,1,2
366,37,2015-05-17,MUN,ARS,1,1
367,37,2015-05-17,SWA,MCI,2,4
368,37,2015-05-18,WBA,CHE,3,0
369,33,2015-05-20,ARS,SUN,0,0
370,38,2015-05-24,ARS,WBA,4,1
371,38,2015-05-24,AVL,BUR,0,1
372,38,2015-05-24,CHE,SUN,3,1
373,38,2015-05-24,CRY,SWA,1,0
374,38,2015-05-24,EVE,TOT,0,1
375,38,2015-05-24,HUL,MUN,0,0
376,38,2015-05-24,LEI,QPR,5,1
377,38,2015-05-24,MCI,SOU,2,0
378,38,2015-05-24,NEW,WHU,2,0
379,38,2015-05-24,STK,LIV,6,1
