id,matchday,date,home,away,fhg,fag
0,1,2012-08-18,QPR,SWA,0,5
1,1,2012-08-18,NEW,TOT,2,1
2,1,2012-08-18,WHU,AVL,1,0
3,1,2012-08-18,REA,STK,1,1
4,1,2012-08-18,ARS,SUN,0,0
5,1,2012-08-18,FUL,NOR,5,0
6,1,2012-08-18,WBA,LIV,3,0
7,1,2012-08-19,MCI,SOU,3,2
8,1,2012-08-19,WIG,CHE,0,2
9,1,2012-08-20,EVE,MUN,1,0
10,3,2012-08-22,CHE,REA,4,2
11,2,2012-08-25,SWA,WHU,3,0
12,2,2012-08-25,AVL,EVE,1,3
13,2,2012-08-25,SOU,WIG,0,2
14,2,2012-08-25,MUN,FUL,3,2
15,2,2012-08-25,TOT,WBA,1,1
16,2,2012-08-25,CHE,NEW,2,0
17,2,2012-08-25,NOR,QPR,1,1
18,2,2012-08-26,STK,ARS,0,0
19,2,2012-08-26,LIV,MCI,2,2
20,3,2012-09-01,TOT,NOR,1,1
21,3,2012-09-01,SWA,SUN,2,2
22,3,2012-09-01,MCI,QPR,3,1
23,3,2012-09-01,WBA,EVE,2,0
24,3,2012-09-01,WHU,FUL,3,0
25,3,2012-09-01,WIG,STK,2,2
26,3,2012-09-02,NEW,AVL,1,1
27,3,2012-09-02,LIV,ARS,0,2
28,3,2012-09-02,SOU,MUN,2,3
29,4,2012-09-15,SUN,LIV,1,1
30,4,2012-09-15,STK,MCI,1,1
31,4,2012-09-15,NOR,WHU,0,0
32,4,2012-09-15,QPR,CHE,0,0
33,4,2012-09-15,MUN,WIG,4,0
34,4,2012-09-15,FUL,WBA,3,0
35,4,2012-09-15,ARS,SOU,6,1
36,4,2012-09-15,AVL,SWA,2,0
37,4,2012-09-16,REA,TOT,1,3
38,4,2012-09-17,EVE,NEW,2,2
39,5,2012-09-22,CHE,STK,1,0
40,5,2012-09-22,WBA,REA,1,0
41,5,2012-09-22,WHU,SUN,1,1
42,5,2012-09-22,WIG,FUL,1,2
43,5,2012-09-22,SWA,EVE,0,3
44,5,2012-09-22,SOU,AVL,4,1
45,5,2012-09-23,LIV,MUN,1,2
46,5,2012-09-23,TOT,QPR,2,1
47,5,2012-09-23,MCI,ARS,1,1
48,5,2012-09-23,NEW,NOR,1,0
49,6,2012-09-29,ARS,CHE,1,2
50,6,2012-09-29,EVE,SOU,3,1
51,6,2012-09-29,SUN,WIG,1,0
52,6,2012-09-29,REA,NEW,2,2
53,6,2012-09-29,STK,SWA,2,0
54,6,2012-09-29,FUL,MCI,1,2
55,6,2012-09-29,MUN,TOT,2,3
56,6,2012-09-29,NOR,LIV,2,5
57,6,2012-09-30,AVL,WBA,1,1
58,6,2012-10-01,QPR,WHU,1,2
59,7,2012-10-06,SWA,REA,2,2
60,7,2012-10-06,CHE,NOR,4,1
61,7,2012-10-06,MCI,SUN,3,0
62,7,2012-10-06,WBA,QPR,3,2
63,7,2012-10-06,WIG,EVE,2,2
64,7,2012-10-06,WHU,ARS,1,3
65,7,2012-10-07,NEW,MUN,0,3
66,7,2012-10-07,SOU,FUL,2,2
67,7,2012-10-07,LIV,STK,0,0
68,7,2012-10-07,TOT,AVL,2,0
69,8,2012-10-20,NOR,ARS,1,0
70,8,2012-10-20,SWA,WIG,2,1
71,8,2012-10-20,TOT,CHE,2,4
72,8,2012-10-20,WBA,MCI,1,2
73,8,2012-10-20,LIV,REA,1,0
74,8,2012-10-20,MUN,STK,4,2
75,8,2012-10-20,FUL,AVL,1,0
76,8,2012-10-20,WHU,SOU,4,1
77,8,2012-10-21,SUN,NEW,1,1
78,8,2012-10-21,QPR,EVE,1,1
79,9,2012-10-27,STK,SUN,0,0
80,9,2012-10-27,REA,FUL,3,3
81,9,2012-10-27,WIG,WHU,2,1
82,9,2012-10-27,AVL,NOR,1,1
83,9,2012-10-27,MCI,SWA,1,0
84,9,2012-10-27,ARS,QPR,1,0
85,9,2012-10-28,SOU,TOT,1,2
86,9,2012-10-28,NEW,WBA,2,1
87,9,2012-10-28,EVE,LIV,2,2
88,9,2012-10-28,CHE,MUN,2,3
89,10,2012-11-03,MUN,ARS,2,1
90,10,2012-11-03,FUL,EVE,2,2
91,10,2012-11-03,NOR,STK,1,0
92,10,2012-11-03,SUN,AVL,0,1
93,10,2012-11-03,SWA,CHE,1,1
